stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
12,YRKABCN,YORK & ABERCORN EB,E YORK ST & UNNAMED,32.077084,-81.090341,,,,
15,ABCRNMCN,ABERCORN & MACON SB,ABERCORN ST & E MACON ST,32.073144,-81.092043,,,,
30,ABHENO,ABERCORN & HENRY SB,ABERCORN ST & E HENRY ST,32.062877,-81.095552,,,,
34,OGLMALL,OGLETHORPE MALL,MALL WAY,32.002308,-81.114281,,,,
35,ABTIBOB,ABERCORN & TIBET SB,ABERCORN ST & ABERCORN EXT,31.989035,-81.130976,,,,
40,ABHENIB,ABERCORN & HENRY NB,E HENRY ST & LINCOLN ST,32.062616,-81.095605,,,,
46,BDVN,BOB HARMAN & DAVIDSON SB,BOB HARMAN RD,32.120748,-81.195331,,,,
47,SAVAP,SAVANNAH  AIRPORT,AIRWAYS AVE,32.135833,-81.210213,,,,
50,HW21CG,HWY 21 & CROSSGATE WB,CROSSGATE DR & AUGUSTA RD,32.146313,-81.177719,,,,
54,BROAB,BROUGHTON & ABERCORN EB,,32.078367,-81.089819,,,,
