stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
63,BAYALOB,BAY & MILLEN WB,GA-25-CONN & MILLEN ST,32.088356,-81.118552,,,,
64,BAYHU,BAY & HUDSON WB,,32.088813,-81.120192,,,,
65,BAYKEN,BAY & KENILWORTH WB,,32.089799,-81.123833,,,,
66,BAYGR,BAY & GRAHAM WB,GRAHAM AVE & HUDSON ST,32.090346,-81.125729,,,,
68,H21CHOB,HWY 21 & DEAN FOREST WB,,32.125476,-81.169374,,,,
71,H307DOB,HWY 307 & DAVIDSON WB,DAVIDSON RD & BOURNE AVE,32.119695,-81.189526,,,,
72,WHIQUOB,WHITE & QUAIL RUN LODGE EB,,32.120318,-81.194447,,,,
75,AIRCROSS,AIRWAYS & CROSSROADS WB,AIRWAYS AVE,32.13888,-81.23312,,,,
76,CPAIROB,CROSSROADS & AIRWAYS SB,CROSSROADS PKY & AIRWAYS AVE,32.139239,-81.233536,,,,
83,H21CHIB,HWY 21 & CAREY HILLIARDS SB,AUGUSTA RD & BOURNE AVE,32.125556,-81.169726,,,,
84,AUGBRAM,AUGUSTA & BRAMPTON,,32.104689,-81.151196,,,,
85,H21MIIB,HWY 21 & MINIS SB,,32.102995,-81.148628,,,,
94,MLKYOOB,MLK & YORK SB,ML KING JR BLVD & WATERS AVE,32.079102,-81.09777,,,,
95,JDLS1OB,JIMMY DELOACH & CROSSROADS WB,,32.163214,-81.207235,,,,
96,JDLS2OB,JIMMY DELOACH & EXPANSION WB,,32.164055,-81.193608,,,,
99,CRDTOB,CROSSROADS & HOME DEPOT WB,CROSSROADS PKY & W ST JULIAN ST,32.157331,-81.211987,,,,
100,CROGUL,CROSSROADS & INNOVATION WB,,32.156422,-81.213893,,,,
101,CRKW1OB,CROSSROADS & KNOWLTON WB,,32.152206,-81.226648,,,,
102,AIRCPOB,AIRWAYS & CROSSROADS EB,,32.138728,-81.233194,,,,
103,GULGUIB,GULFSTREAM & GULFSTREAM RD EB,,32.141225,-81.203554,,,,
104,ROMGIB,ROBERT B. MILLER & GULFSTREAM SB,,32.140144,-81.190877,,,,
107,DAVH3SW,DAVIDSON & HWY 307 SB,,32.11974,-81.189963,,,,
108,H307CIB,HWY 307 & COMMERCE EB,RAMP & COMMERCE DR,32.126448,-81.175691,,,,
109,CARCVOB,CAROLAN & CLEARVIEW SB,,32.091535,-81.114818,,,,
111,BRAH21A,BRAMPTON & HWY 21 WB,,32.105658,-81.151271,,,,
113,WESTSC,WESTSIDE SHOPPING CENTER,US-80 & 3RD ST,32.095594,-81.144586,,,,
114,WBAIB,W BAY & ALBION EB,,32.09463,-81.135973,,,,
116,AUGELIB,AUGUSTA & E LATHROP EB,,32.08004,-81.112693,,,,
117,AUGELOB,AUGUSTA & E LATHROP WB,,32.080192,-81.113162,,,,
118,TURA,TUTEN & RANKIN NB,,32.093498,-81.120142,,,,
121,BRAMEL,BRAMPTON & ELM WB,,32.106853,-81.14927,,,,
122,80ALFOB,HWY 80 & ALFRED WB,8TH ST & ALFRED ST,32.092791,-81.149417,,,,
123,3RDMI,3RD & MINIS WB,3RD ST & MINIS AVE,32.101432,-81.15049,,,,
125,MLKTUOB,MLK & TURNER SB,,32.077576,-81.098409,,,,
126,MLKLIOB,MLK & LIBERTY SB,MARTIN LUTHER KING JR BLVD & W LIBERTY ST,32.07588,-81.099047,,,,
127,LOUROT,LOUISVILLE & ROTHWELL WB,,32.078435,-81.108765,,,,
128,LOUROTOB,LOUISVILLE & ROTHWELL EB,,32.078399,-81.108701,,,,
129,LOUSTOB,LOUISVILLE & STILES WB,LOUISVILLE RD & CLAY ST,32.078964,-81.1105,,,,
130,AUGNEOB,AUGUSTA & NEWELL WB,,32.080506,-81.114407,,,,
131,AUGFEOB,AUGUSTA & FERRILL WB,,32.080846,-81.115621,,,,
132,AUGEAOB,AUGUSTA & EAGLE WB,,32.081833,-81.117122,,,,
133,AUGDEOB,AUGUSTA & DELYON WB,,32.082999,-81.118698,,,,
134,AUGMCOB,AUGUSTA & MCINTYRE WB,,32.084586,-81.120956,,,,
135,AUGBAOB,AUGUSTA & BAKER WB,,32.085896,-81.122883,,,,
136,AUGALOB,AUGUSTA & ALEXANDER WB,,32.08655,-81.123852,,,,
137,AUGBR,AUGUSTA & BRITTANY WB,,32.087393,-81.12512,,,,
138,AUGGROB,AUGUSTA & GRAHAM WB,,32.088541,-81.126813,,,,
142,KREMU,KRENSON & MUNDY EB,,32.093999,-81.124262,,,,
144,KRETU,KRENSON & TUTEN EB,,32.092178,-81.121493,,,,
146,RAN2R,RANKIN & RESIDENCE 2117 WB,,32.095076,-81.122463,,,,
148,RANWL,RANKIN & W LATHROP WB,RANKIN ST & E LATHROP AVE,32.095892,-81.123646,,,,
151,CARDAM,CAROLAN & DAMON SB,,32.089506,-81.115594,,,,
154,WLABAOB,W LATHROP & BAY WB,W BAY ST & COLLINS ST,32.091331,-81.129029,,,,
157,WBALIOB,W BAY & LISSNER WB,,32.092182,-81.132223,,,,
160,ALBROB,ALBION & RESIDENCE 12 SB,,32.093247,-81.137654,,,,
163,ALBDIOB,ALBION & DIVISION EB,DIVISION ST & WRIGHT ST,32.09058,-81.140813,,,,
164,DIVWROB,DIVISION & WRIGHT EB,,32.090401,-81.139983,,,,
165,DIVFAOB,DIVISION & FAIR SB,DIVISION ST & FAIR ST,32.08998,-81.138726,,,,
167,ALFBIOB,ALFRED & BIRCHWOOD APTS WB,,32.089897,-81.141632,,,,
169,ALFROB,ALFRED & RESIDENCE 220 WB,,32.090282,-81.143112,,,,
170,ALFMAROB,ALFRED & MARKET WB,,32.091222,-81.1467,,,,
171,WBYWLOB,W BAY & W LATHROP WB,,32.090801,-81.130125,,,,
172,80CHOB,HWY 80 & 6TH NB,US-80 & 6TH ST,32.093986,-81.147352,,,,
173,3RD80OB,3RD & HWY 80 WB,3RD ST & KICKLIGHTER WAY,32.095881,-81.145055,,,,
174,3RDDEOB,3RD & DELETTRE WB,DE LETTRE AVE & 3RD ST,32.097038,-81.146142,,,,
176,3RDDAOB,3RD & DAVIS WB,3RD ST & DE LETTRE AVE,32.098329,-81.147516,,,,
177,3RDOAOB,3RD & OAK WB,OAK ST & 3RD ST,32.099719,-81.148987,,,,
178,WBYFROB,W BAY & FAIR WB,,32.09359,-81.134311,,,,
180,MIH21IB,MINIS & HWY 21 NB,MINIS AVE & AUGUSTA RD,32.102887,-81.148681,,,,
181,H21PHIB,HWY 21 & OAK EB,AUGUSTA RD & RAMP,32.101192,-81.146209,,,,
182,WBALOB,W BAY & ALBION WB,,32.094567,-81.135802,,,,
183,US80AIB,HWY 80 & BUDREAU EB,,32.096941,-81.142618,,,,
185,WBACTIB,W BAY & COACH TURNER EB,,32.0961,-81.138199,,,,
187,WBAFAIB,W BAY & FAIR EB,,32.093608,-81.134418,,,,
189,WBYCTOB,W BAY & COACH TURNER WB,,32.096127,-81.138114,,,,
190,WBYMNOB,W BAY & MAIN WB,,32.097095,-81.139562,,,,
193,U25MINOB,US 25 & MINIS,,32.104451,-81.14452,,,,
194,U25SHOB,US 25 & SHAVERS NB,MAIN ST & BRAMPTON AVE,32.102845,-81.143475,,,,
197,ALBWB,ALBION & W BAY SB,ALBION ST & ROBERTS ST,32.094504,-81.136068,,,,
201,BAYFAIB,W BAY & FAIR EB,FAIR ST & US-80,32.0935,-81.13429,,,,
202,BAYLIIB,W BAY & LISSNER EB,LISSNER AVE & US-80,32.092236,-81.132394,,,,
206,AUGLIIB,AUGUSTA & LILY EB,,32.08838,-81.126632,,,,
207,AUGBRIB,AUGUSTA & BRITTANY EB,,32.087331,-81.125098,,,,
208,AUGALIB,AUGUSTA & ALEXANDER EB,,32.086604,-81.124002,,,,
209,AUGBAIB,AUGUSTA & BAKER EB,,32.085923,-81.12299,,,,
210,AUGMCIB,AUGUSTA & MCINTYRE EB,,32.08464,-81.121105,,,,
211,AUGCHIB,AUGUSTA & CHESTER EB,,32.083411,-81.119369,,,,
212,AUGNCIB,AUGUSTA & NEW CASTLE EB,,32.082183,-81.117644,,,,
213,AUGFEIB,AUGUSTA & FERRILL EB,,32.081026,-81.116057,,,,
214,AUGNEIB,AUGUSTA & NEWELL EB,,32.080542,-81.114631,,,,
215,LOUSTIB,LOUISVILLE & STILES EB,,32.078901,-81.110479,,,,
216,LOUWBIB,LOUISVILLE & W BOUNDARY EB,,32.077153,-81.103815,,,,
217,MLKLIIB,MLK & LIBERTY NB,,32.075826,-81.098929,,,,
221,BARANO,BARNARD & ANDERSON SB,,32.063217,-81.100319,,,,
223,HAMOB,HAMPSTEAD & WHITE BLUFF EB,,32.025689,-81.112251,,,,
224,CHAPL,CHATHAM PLAZA,,32.005699,-81.117664,,,,
226,HAMIB,HAMPSTEAD & WHITE BLUFF WB,HAMPSTEAD AVE & BRAGG ST,32.025931,-81.113187,,,,
228,BARAIB,BARNARD & ANDERSON NB,,32.062876,-81.100415,,,,
230,LIBWHI,LIBERTY & WHITAKER EB,,32.074992,-81.094938,,,,
232,WHIJON,WHITAKER & JONES SB,,32.072847,-81.09547,,,,
235,BARHAL,BARNARD & HALL SB,,32.069042,-81.09814,,,,
236,BARBOL,BARNARD & BOLTON SB,,32.067139,-81.098852,,,,
237,BARPAR,BARNARD & PARK SB,,32.065595,-81.099437,,,,
238,BARHEN,BARNARD & HENRY SB,,32.06406,-81.100011,,,,
240,BARN33,BARNARD & 33RD SB,,32.06117,-81.101074,,,,
241,BARN35,BARNARD & 35TH SB,,32.059519,-81.10168,,,,
242,BARN37,BARNARD & 37TH SB,,32.057921,-81.102254,,,,
244,BARN40,BARNARD & 40TH SB,,32.055435,-81.103158,,,,
246,BARNVIC,BARNARD & VICTORY SB,,32.053029,-81.10404,,,,
248,BARNJAS,BARNARD & JASPER SB,,32.050382,-81.104996,,,,
249,BARN50,BARNARD & 50TH SB,,32.047994,-81.105868,,,,
250,BARN52,BARNARD & 52ND SB,BARNARD ST & W 52ND ST,32.046477,-81.106399,,,,
251,52MONT,52ND & MONTGOMERY WB,,32.046863,-81.108293,,,,
252,MONT54,MONTGOMERY & 54TH SB,,32.045785,-81.109101,,,,
253,MONT57,MONTGOMERY & 57TH SB,,32.042994,-81.110185,,,,
254,MONT59,MONTGOMERY & 59TH SB,,32.041387,-81.110833,,,,
255,MONT61,MONTGOMERY & 61ST SB,,32.040104,-81.111311,,,,
257,MONMCE,MONTGOMERY & MCKENZIE SB,,32.036657,-81.112618,,,,
258,MONGOU,MONTGOMERY & GOULD SB,,32.03496,-81.113256,,,,
259,MONSTAOB,MONTGOMERY & STALEY WB,,32.033874,-81.114595,,,,
260,STAMED,STALEY & MEDING WB,,32.03425,-81.116021,,,,
261,STATEMP,STALEY & TEMPLE EB,,32.034447,-81.117266,,,,
262,STADIL,STALEY & DILLON WB,STALEY AVE & DILLON AVE,32.035944,-81.122437,,,,
263,STAOB,STALEY & OBYRNE WB,STALEY AVE & DILLON AVE,32.036446,-81.124075,,,,
264,STALAM,STALEY & LAMAR WB,STALEY AVE & ADEL ST,32.036929,-81.125884,,,,
265,MLKVC,MLK & VISITOR CTR SB,,32.076652,-81.098759,,,,
266,DIXOB,DIXON & OBYRNE EB,DIXON ST & LAMAR ST,32.035063,-81.125117,,,,
267,STADI,STALEY & DILLON EB,STALEY AVE & O'BYRNE ST,32.035899,-81.122703,,,,
268,STASIMP,STALEY & SIMPSON EB,,32.035245,-81.120075,,,,
270,STAFLU,STALEY & FLUKE EB,,32.034169,-81.116159,,,,
271,JEFST,JEFFERSON & STATE SB,W STATE ST & JEFFERSON ST,32.079111,-81.095631,,,,
272,MONBERK,MONTGOMERY & BERKLEY SB,,32.032635,-81.114148,,,,
273,MONGDOB,MONTGOMERY & GODSELLS SB,,32.03093,-81.114828,,,,
276,MONBIROB,MONTGOMERY & BIRCHFIELD SB,,32.02873,-81.116933,,,,
277,MONHDOB,MONTGOMERY & PERIMETER SB,MONTGOMERY ST & BIRCHFIELD DR,32.028074,-81.118783,,,,
278,HAMHOOB,HAMPSTEAD & HAMPSTEAD OAKS EB,HAMPSTEAD AVE & UNNAMED ST,32.027168,-81.118655,,,,
279,HAMSSOB,HAMPSTEAD & ROGER WOOD EB,,32.026666,-81.116304,,,,
280,HAMBROB,HAMPSTEAD & BRAGG EB,,32.026048,-81.11373,,,,
282,WHISTOB,WHITE BLUFF & SAVANNAH TECH SB,WHITE BLUFF RD & JOHNSTON ST,32.022871,-81.11292,,,,
283,WHILEOB,WHITE BLUFF & LEE SB,,32.020564,-81.113684,,,,
284,WHISPOB,WHITE BLUFF & STEPHENSON SB,,32.01481,-81.115627,,,,
285,EISWBOB,EISENHOWER & WHITE BLUFF EB,,32.010771,-81.116891,,,,
288,MALOGIB,MALL BLVD & OGLETHORPE MALL EB,,32.004758,-81.114335,,,,
289,LIBJEF,LIBERTY & JEFFERSON EB,JEFFERSON ST & W LIBERTY ST,32.075539,-81.096918,,,,
290,HODOPIB,HODGSON MEMORIAL & OGLETHORPE PROF NB,HODGSON MEMORIAL DR & W LIBERTY ST,32.004149,-81.110762,,,,
291,HODNCIB,HODGSON MEMORIAL & N. OF COMMERCIAL NB,,32.006726,-81.109838,,,,
292,EISEFIB,EISENHOWER & FOREST PARK WB,,32.009498,-81.112083,,,,
293,EISEAIB,EISENHOWER & ABERCORN WB,,32.009893,-81.113572,,,,
294,EISWBIB,EISENHOWER & WHITE BLUFF WB,,32.010663,-81.116402,,,,
295,STEWBIB,WHITE BLUFF & STEPHENSON NB,,32.014173,-81.115829,,,,
296,WHILEIB,WHITE BLUFF & LEE NB,,32.020124,-81.11378,,,,
297,WHIJOIB,WHITE BLUFF & JOHNSTON NB,,32.022602,-81.112973,,,,
298,HAMROIB,HAMPSTEAD & ROGER WOOD WB,,32.026693,-81.116251,,,,
300,HAMSSIB,HAMPSTEAD & SAVANNAH SUMMIT APTS WB,,32.02724,-81.118602,,,,
302,MONTPIB,MONTGOMERY & TRAILER PK WB,,32.027688,-81.120028,,,,
303,MONBIIB,MONTGOMERY & BIRCHFIELD NB,,32.027994,-81.118113,,,,
305,MONDERIB,MONTGOMERY & DERENNE NB,MONTGOMERY ST & BERKLEY PL,32.030526,-81.114711,,,,
306,MONBEIB,MONTGOMERY & BERKELEY NB,,32.031962,-81.114116,,,,
319,LAMDIX,LAMAR & DIXON SB,,32.035789,-81.126798,,,,
320,ABOGL,ABERCORN & OGLETHORPE NB,ABERCORN ST & E OGLETHORPE LN,32.076303,-81.090479,,,,
323,BROBUL,BROUGHTON & BULL EB,W BROUGHTON ST & BULL ST,32.078941,-81.092055,,,,
335,MONMO,MONTGOMERY & MONTEREY NB,,32.036127,-81.112469,,,,
337,MON61 ,MONTGOMERY & 61ST NB,,32.040014,-81.111311,,,,
338,MON59,MONTGOMERY & 59TH NB,,32.041154,-81.110886,,,,
339,MON57,MONTGOMERY & 57TH NB,,32.042796,-81.110217,,,,
340,MONMED,MONTGOMERY & MEDING NB,MONTGOMERY ST & MEDING ST,32.044933,-81.109377,,,,
341,MON52,MONTGOMERY & 52ND NB,MONTGOMERY ST & W 51ST ST,32.046952,-81.108591,,,,
342,50BARN,BARNARD & 50TH NB,,32.048156,-81.10573,,,,
344,BARJAS,BARNARD & JASPER NB,,32.049996,-81.105092,,,,
345,BARVIC,BARNARD & VICTORY NB,,32.05276,-81.10405,,,,
347,BAR40,BARNARD & 40TH NB,,32.054986,-81.103264,,,,
349,BAR37,BARNARD & 37TH NB,,32.057562,-81.102339,,,,
350,BAR35,BARNARD & 35TH NB,,32.059115,-81.101786,,,,
351,BAR33,BARNARD & 33RD NB,,32.060811,-81.101159,,,,
352,BARHE,BARNARD & HENRY NB,,32.063674,-81.100096,,,,
353,BARPK,BARNARD & PARK NB,,32.065182,-81.099532,,,,
354,BARBO,BARNARD & BOLTON NB,,32.06678,-81.098948,,,,
355,BARHA,BARNARD & HALL NB,,32.068566,-81.098267,,,,
356,BARGA,BARNARD & GASTON NB,,32.070522,-81.097555,,,,
358,MONWAY,MONTGOMERY & WAYNE NB,,32.072209,-81.099184,,,,
360,WLMC,WALMART ON MONTGOMERY CROSS,,31.988933,-81.081273,,,,
362,VAC,VA CLINIC,,31.998824,-81.136991,,,,
363,MIDTI,MIDDLEGROUND & TIBET SB,,31.996105,-81.14994,,,,
364,SAVMALL,SAVANNAH MALL,,31.985353,-81.171522,,,,
366,CHEGOB,CHEVIS & GERTRUDE GREEN NB,,31.971351,-81.245007,,,,
367,WM17AR,SUPER WALMART & HWY 17,,31.998536,-81.257921,,,,
369,MONBI,MONTGOMERY CROSS & BILLINGS EB,,31.989813,-81.077956,,,,
371,SKIBR,SKIDAWAY & BRENTWOOD APTS NB,,31.993592,-81.078126,,,,
372,SKIEB,SKIDAWAY & EISENBERG NB,,31.996984,-81.078126,,,,
373,SKIHI,SKIDAWAY & HIALEAH NB,,31.998932,-81.077744,,,,
374,EISTR,EISENHOWER & TRUMAN WB,,32.000637,-81.07919,,,,
375,EISGR,EISENHOWER & GA REGIONAL EB,,32.002342,-81.085496,,,,
376,EISSHOR,EISENHOWER & SHORTY COOPER WB,EISENHOWER DR & AGONIC RD,32.003186,-81.087963,,,,
377,EISSM,EISENHOWER & SALLIE MOOD WB,EISENHOWER DR & AGONIC RD,32.003885,-81.090483,,,,
379,EISSEAW,EISENHOWER & SEAWRIGHT WB,EISENHOWER DR & SEAWRIGHT DR,32.005347,-81.09613,,,,
380,EISCIN,EISENHOWER & EISENHOWER CINEMA WB,,32.006378,-81.100065,,,,
381,EISWAWB,EISENHOWER & WATERS WB,,32.006791,-81.101554,,,,
382,EISROY,EISENHOWER & NOBLE OAKS WB,,32.007302,-81.103405,,,,
383,HODSA,HODGSON MEMORIAL & SAVANNAH CENTRE SB,,32.006537,-81.110008,,,,
384,HODCOM,HODGSON MEMORIAL & COMMERCIAL SB,,32.005316,-81.110433,,,,
385,HODKROG,HODGSON MEMORIAL & KROGERS SB,,32.004446,-81.11073,,,,
386,HODFAI,HODGSON MEMORIAL & FAIRMONT SB,,31.998493,-81.114385,,,,
387,MONXHA,MONTGOMERY CROSS & HANOVER WB,HANOVER ST & E MONTGOMERY CROSS RD,31.996895,-81.116947,,,,
388,MONXAT,MONTGOMERY CROSS & ATWOOD WB,,31.997459,-81.118957,,,,
389,MONXAR,MONTGOMERY CROSS & ARROW WB,,31.9978,-81.120201,,,,
390,MONXWH,MONTGOMERY CROSS & WHITE BLUFF WB,,31.998293,-81.122073,,,,
391,MONXPA,MONTGOMERY CROSS & PARROT PLAZA WB,,31.998651,-81.12387,,,,
392,MONXAB,MONTGOMERY CROSS & ABERCORN WB,,31.99917,-81.126539,,,,
393,MONXMEA,MONTGOMERY CROSS & MEADOW WB,,32.00003,-81.129762,,,,
394,MONXJW,MONTGOMERY CROSS & JOHN-WESLEY WB,,32.000469,-81.131952,,,,
395,MONXIND,MONTGOMERY CROSS & INDIGO WB,,32.002367,-81.140057,,,,
396,MIDWOO,MIDDLEGROUND & WOODHOUSE SB,,32.000874,-81.144766,,,,
397,MIDMV,MIDDLEGROUND & MID VILLAGE SB,,31.997722,-81.147985,,,,
398,MID104,MIDDLEGROUND & 10403 SB,,31.994982,-81.151491,,,,
399,MIDQU,MIDDLEGOUND & QUAIL FORREST RIDGE SB,,31.992808,-81.154508,,,,
400,MIDFO,MIDDLEGROUND & FORREST RIDGE SB,,31.991002,-81.155889,,,,
401,MIDDU,MIDDLEGROUND & DUTCHTOWN SB,,31.988003,-81.15832,,,,
402,MIDMO,MIDDLEGROUND & MOHAWK SB,,31.986188,-81.160328,,,,
405,APAB1,APACHE & MALL ENTRANCE NB,,31.982241,-81.168626,,,,
406,SHARE,SHAWNEE & REGAL THEATERS WB,,31.985005,-81.169512,,,,
407,SHAAP,SHAWNEE & APACHE EB,,31.984674,-81.168214,,,,
411,KINWA1,KING GEORGE & ST GEORGE NB,,31.986939,-81.215761,,,,
412,KINAL1,KING GEORGE & ALKO DIST NB,,31.988747,-81.212618,,,,
413,KINAL2,KING GEORGE & ALKO SB,,31.989134,-81.211991,,,,
414,KINWA2,KING GEORGE & ST GEORGE SB,,31.987119,-81.215538,,,,
415,KINSO,KING GEORGE & SONIC SB,KING GEORGE BLVD & MARINERS WAY,31.985112,-81.21933,,,,
416,KINGOB,KING GEORGE & GROVE POINT SB,,31.983771,-81.221879,,,,
417,KINTC,KING GEORGE & TENNIS CLUB SB,KING GEORGE BLVD & BARKSDALE DR,31.982781,-81.223706,,,,
419,KINKC,KING GEORGE & KINGS COLONY SB,,31.978145,-81.227545,,,,
420,KINGEL,KING GEORGE & GEORGETOWN ELEM SB,,31.975524,-81.227328,,,,
421,KINWOB,KING GEORGE & WILD HERON SB,,31.972077,-81.227363,,,,
423,WILCOB,WILD HERON & CHERRYFIELD WB,,31.969371,-81.236521,,,,
424,WILHOB,WILD HERON & LIONS GATE WB,WILD HERON RD & LIONS GATE RD,31.96943,-81.233024,,,,
425,WILCO,WILD HERON & CHEVIS WB,,31.969666,-81.243877,,,,
426,CHECO,CHEVIS & CORMORANT NB,,31.973046,-81.246148,,,,
427,CHENEW,CHEVIS & NEW OGEECHEE CHURCH NB,CHEVIS RD & WAYNESBORO RD,31.979785,-81.253338,,,,
428,CHEBEA,CHEVIS & BEAUFORT NB,,31.980607,-81.255264,,,,
429,CHEWAY,CHEVIS & WAYNESBORO NB,CHEVIS RD & WAYNESBORO RD,31.982686,-81.25747,,,,
430,CHEVOB,CHEVIS & VIDALIA NB,CHEVIS RD & VIDALIA RD,31.986457,-81.257011,,,,
431,CHESOB,CHEVIS & SYLVANIA NB,CHEVIS RD & SYLVANIA RD,31.99247,-81.257237,,,,
432,CHEHOB,CHEVIS & HWY 17 NB,CHAVIS RD & OGEECHEE RD,31.997196,-81.259524,,,,
433,CHESIB,CHEVIS & SYLVANIA SB,,31.992533,-81.25728,,,,
434,CHEVIB,CHEVIS & VIDILIA SB,,31.986564,-81.257032,,,,
435,CHEWIB,CHEVIS & WAYNESBORO SB,,31.982848,-81.257491,,,,
436,CHENIB,CHEVIS & NEWINGTON SB,,31.980562,-81.255254,,,,
437,CHECIB,CHEVIS & CORIAN SB,,31.976534,-81.248537,,,,
438,CHEGIB,CHEVIS & GERTRUDE GREEN SB,,31.971638,-81.245252,,,,
439,CHE&WI,CHEVIS & WILD HERON SB,,31.970033,-81.244164,,,,
440,WILHIB,WILD HERON & LIONS GATE EB,WILD HERON RD & RED FOX DR,31.969422,-81.232896,,,,
441,WILCI,WILD HERON & CHERRYFIELD EB,,31.969336,-81.236234,,,,
443,KGWHER,KING GEORGE & WILD HERON NB,,31.971637,-81.227373,,,,
444,KGEIVE,KING GEORGE & ST IVES NB,,31.976,-81.227329,,,,
445,KINCOL,KING GEORGE & KINGS COLONY NB,,31.977938,-81.227492,,,,
446,KINRFI,KING GEORGE & RED FOX NB,KING GEORGE BLVD & KING HENRY CT,31.980633,-81.226083,,,,
447,KINHIB,KING GEORGE & HUNTER POINT NB,,31.982584,-81.223684,,,,
448,KINGPI,KING GEORGE & GROVE POINT NB,,31.983637,-81.221741,,,,
449,KIN2IB,KING GEORGE & HWY 204 NB,,31.985706,-81.217811,,,,
451,ABCSIB,ABERCORN & SCIENCE EB,,31.981301,-81.165298,,,,
453,MIDFH,MIDDLEGROUND & FORREST HILL APTS NB,,31.984427,-81.162229,,,,
454,MIDMIB,MIDDLEGROUND & MOHAWK NB,MOHAWK ST & MIDDLEGROUND RD,31.986053,-81.160402,,,,
455,MIDDIB,MIDDLEGROUND & DUTCHTOWN NB,,31.987985,-81.158288,,,,
456,MIDSN,MIDDLEGROUND & SAN ANTON NB,,31.989682,-81.156876,,,,
457,MIDFRIB,MIDDLEGROUND & FOREST RIDGE NB,,31.991416,-81.155517,,,,
458,MID1B,MIDDLEGROUND & 10403 NB,,31.994901,-81.151565,,,,
460,MIDMVI,MIDDLEGROUND & M VILLAGE NB,,31.997821,-81.147804,,,,
461,MIDWIB,MIDDLEGROUND & WOODHOUSE NB,,32.000829,-81.144755,,,,
462,MONIIB,MONTGOMERY CROSS & INDIGO EB,,32.002376,-81.140206,,,,
463,MONCIB,MONTGOMERY CROSS & CROSS RD VILL EB,,32.001955,-81.138355,,,,
464,MON30,MONTGOMERY CROSS & 307 EB,W MONTGOMERY CROSSROAD & SAVANNAH SQUARE DR,32.000693,-81.133027,,,,
465,MONJIB,MONTGOMERY CROSS & JW VILLAS EB,W MONTGOMERY CROSSROAD & SAVANNAH SQUARE DR,32.00037,-81.131623,,,,
466,MONMIB,MONTGONERY CROSS &  MEADOWS EB,,31.999914,-81.129496,,,,
467,MONAIN,MONTGOMERY CROSS & ABERCORN EB,,31.999493,-81.128039,,,,
468,MONKM,MONTGOMERY CROSS & K-MART EB,,31.998919,-81.125773,,,,
469,MONRL,MONTGOMERY CROSS & RED LOBSTER EB,,31.998579,-81.12421,,,,
470,MONAIB,MONTGOMERY CROSS & ARROW EB,,31.997719,-81.120041,,,,
471,MONATI,MONTGOMERY CROSS & ATWOOD EB,,31.99745,-81.119063,,,,
472,HODFAIC,HODGSON MEMORIAL & FAIRMONT NB,UNNAMED ST & HODGSON MEMORIAL DR,31.99721,-81.114789,,,,
473,HODMNB,HODGSON MEMORIAL,,32.001501,-81.113206,,,,
474,HODMB,HODGSON MEMORIAL & MALL BLVD NB,,32.002632,-81.112271,,,,
475,HODGEIS,HODGSON MEMORIAL & EISENHOWER SB,HODGSON MEMORIAL DR & EISENHOWER DR,32.008629,-81.109297,,,,
476,EISCOM,EISENHOWER & COMMERCIAL EB,,32.008243,-81.107382,,,,
477,EIS401,EISENHOWER & 401 EISENHOWER EB,,32.007365,-81.103841,,,,
478,EISWAEI,EISENHOWER & WATERS EB,,32.006773,-81.101597,,,,
479,WATHIGH,WATERS & HIGHLAND SB,,32.005328,-81.101415,,,,
480,WATCHRI,WATERS & CHRISTOPHER SB,,32.002572,-81.102414,,,,
483,WATCRAN,WATERS & CRANMAN SB,,31.995624,-81.105027,,,,
488,MONLAB,MONTGOMERY CROSS & LABERTA EB,,31.992323,-81.09855,,,,
489,MONCRH,MONTGOMERY CROSS & CRESTHILL EB,,31.991669,-81.09585,,,,
491,MONSAM,MONTGOMERY CROSS & SALLIE MOOD EB,E MONTGOMERY CROSS RD & HEATHERWOOD DR,31.99035,-81.090533,,,,
492,MONLAM,MONTGOMERY CROSS & LAKE MAYER EB,UNNAMED & E MONTGOMERY CROSS RD,31.990279,-81.08779,,,,
493,ABELIOB,ABERCORN & LIBERTY SB,ABERCORN ST & E LIBERTY,32.07414,-81.091319,,,,
495,ABEJOOB,ABERCORN & JONES SB,ABERCORN ST & E CHARLTON LN,32.071906,-81.092159,,,,
496,ABEWAOB,ABERCORN & WAYNE SB,,32.070891,-81.092979,,,,
497,ABEHUOB,ABERCORN & HUNTINGDON SB,ABERCORN ST & E HUNTINGDON ST,32.068666,-81.093404,,,,
498,ABEHAOB,ABERCORN & HALL SB,E HALL ST & ABERCORN ST,32.06758,-81.093797,,,,
499,ABEBOOB,ABERCORN & BOLTON SB,ABERCORN ST & E BOLTON ST,32.065865,-81.094414,,,,
500,ABEPAOB,ABERCORN & PARK SB,E PARK AVE & ABERCORN ST,32.064205,-81.095073,,,,
502,AB33OB,ABERCORN & 33RD SB,E 33RD ST & ABERCORN ST,32.059789,-81.096711,,,,
503,AB35OB,ABERCORN & 35TH SB,E 35TH ST & ABERCORN ST,32.058147,-81.097317,,,,
504,AB37OB,ABERCORN & 37TH SB,ABERCORN ST & E 37TH ST,32.05654,-81.09787,,,,
505,AB39OB,ABERCORN & 39TH SB,STATE RT 204 & E 38TH ST,32.054925,-81.098444,,,,
